Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost,Price_Lakh,service_cost_thousand,Car_Age,Engine_Category,Mileage_Category
3714,Honda,Amaze,2023,Petrol,Automatic,1070000.0,13.0,1200,4,13300.0,10.7,13.3,1,1.0L-1.5L,Low
3715,Renault,Lodgy,2024,CNG,Automatic,540000.0,25.1,1500,7,9100.0,5.4,9.1,0,1.0L-1.5L,Excellent
3716,Maruti Suzuki,Ertiga,2024,CNG,Automatic,1220000.0,22.2,2000,6,19100.0,12.2,19.1,0,1.5L-2.0L,Good
3717,Kia,Seltos,2017,Diesel,Manual,1420000.0,15.3,2500,5,23200.0,14.2,23.2,7,2.0L-3.0L,Average
3718,Maruti Suzuki,Swift,2017,Electric,Manual,2740000.0,22.5,1000,4,18900.0,27.4,18.9,7,Below 1.0L,Good
3719,Renault,Lodgy,2024,Petrol,Automatic,1010000.0,28.4,1200,5,5400.0,10.1,5.4,0,1.0L-1.5L,Excellent
3720,Maruti Suzuki,Swift,2023,Petrol,Manual,1140000.0,24.1,1800,4,23400.0,11.4,23.4,1,1.5L-2.0L,Good
3721,Renault,Kwid,2020,Electric,Automatic,2870000.0,28.5,1200,7,15800.0,28.7,15.8,4,1.0L-1.5L,Excellent
3722,Honda,Jazz,2015,Electric,Automatic,2390000.0,19.4,1500,6,18100.0,23.9,18.1,9,1.0L-1.5L,Average
3723,Renault,Lodgy,2021,CNG,Automatic,3160000.0,11.4,1000,4,21900.0,31.6,21.9,3,Below 1.0L,Low
3724,Kia,Carens,2021,Diesel,Manual,3060000.0,18.3,1800,5,12400.0,30.6,12.4,3,1.5L-2.0L,Average
3725,Mahindra,Scorpio,2017,Electric,Manual,1820000.0,20.9,2000,6,18800.0,18.2,18.8,7,1.5L-2.0L,Good
3726,Renault,Triber,2018,Petrol,Automatic,2600000.0,25.2,2500,6,10800.0,26.0,10.8,6,2.0L-3.0L,Excellent
3727,Toyota,Innova,2020,Electric,Automatic,1410000.0,16.4,1800,7,5100.0,14.1,5.1,4,1.5L-2.0L,Average
3728,Honda,Civic,2015,CNG,Automatic,1830000.0,10.9,2500,4,24800.0,18.3,24.8,9,2.0L-3.0L,Low
3729,Volkswagen,Virtus,2021,CNG,Manual,2340000.0,14.7,1200,5,10400.0,23.4,10.4,3,1.0L-1.5L,Low
3730,Renault,Duster,2016,CNG,Automatic,480000.0,23.3,2500,6,23000.0,4.8,23.0,8,2.0L-3.0L,Good
3731,Renault,Triber,2018,Electric,Manual,590000.0,26.1,800,6,6500.0,5.9,6.5,6,Below 1.0L,Excellent
3732,Volkswagen,Vento,2023,Electric,Manual,3400000.0,23.3,1800,6,13400.0,34.0,13.4,1,1.5L-2.0L,Good
3733,Tata Motors,Harrier,2023,Petrol,Automatic,2050000.0,17.0,800,4,15700.0,20.5,15.7,1,Below 1.0L,Average
3734,Renault,Triber,2018,CNG,Manual,490000.0,26.2,1200,7,6000.0,4.9,6.0,6,1.0L-1.5L,Excellent
3735,Toyota,Fortuner,2022,Diesel,Manual,3140000.0,22.6,1500,6,9900.0,31.4,9.9,2,1.0L-1.5L,Good
3736,Maruti Suzuki,Swift,2016,CNG,Manual,600000.0,21.8,800,4,11700.0,6.0,11.7,8,Below 1.0L,Good
3737,Kia,Carnival,2016,Diesel,Manual,1310000.0,12.1,1000,6,12500.0,13.1,12.5,8,Below 1.0L,Low
3738,Honda,WR-V,2020,Diesel,Automatic,890000.0,12.3,1800,6,17300.0,8.9,17.3,4,1.5L-2.0L,Low
3739,Volkswagen,Polo,2019,CNG,Manual,2990000.0,24.8,1200,7,12400.0,29.9,12.4,5,1.0L-1.5L,Good
3740,Volkswagen,Taigun,2024,CNG,Manual,2530000.0,18.7,1200,6,8900.0,25.3,8.9,0,1.0L-1.5L,Average
3741,Honda,Amaze,2018,Petrol,Manual,2780000.0,18.1,2500,5,15300.0,27.8,15.3,6,2.0L-3.0L,Average
3742,Tata Motors,Harrier,2019,Petrol,Automatic,730000.0,19.3,1800,5,20400.0,7.3,20.4,5,1.5L-2.0L,Average
3743,Tata Motors,Altroz,2015,Petrol,Manual,1610000.0,14.7,2500,5,7100.0,16.1,7.1,9,2.0L-3.0L,Low
3744,Volkswagen,Virtus,2023,Petrol,Automatic,2800000.0,21.1,2000,6,19200.0,28.0,19.2,1,1.5L-2.0L,Good
3745,Tata Motors,Tiago,2016,Petrol,Manual,2090000.0,14.3,1200,6,24200.0,20.9,24.2,8,1.0L-1.5L,Low
3746,Hyundai,Venue,2018,Petrol,Automatic,1330000.0,12.8,1000,4,24000.0,13.3,24.0,6,Below 1.0L,Low
3747,Hyundai,Venue,2017,Diesel,Automatic,1040000.0,24.5,2500,6,12100.0,10.4,12.1,7,2.0L-3.0L,Good
3748,Hyundai,Venue,2017,CNG,Automatic,1000000.0,18.2,2000,5,15800.0,10.0,15.8,7,1.5L-2.0L,Average
3749,Maruti Suzuki,Dzire,2017,Diesel,Automatic,800000.0,25.7,1500,7,12800.0,8.0,12.8,7,1.0L-1.5L,Excellent
3750,Renault,Kwid,2022,Petrol,Manual,1500000.0,13.1,1200,6,24900.0,15.0,24.9,2,1.0L-1.5L,Low
3751,Honda,Amaze,2016,Diesel,Manual,2530000.0,19.8,1200,4,11200.0,25.3,11.2,8,1.0L-1.5L,Average
3752,Mahindra,Thar,2018,CNG,Manual,2530000.0,27.7,1200,5,18500.0,25.3,18.5,6,1.0L-1.5L,Excellent
3753,Renault,Kwid,2021,Diesel,Automatic,2880000.0,13.5,1200,4,18000.0,28.8,18.0,3,1.0L-1.5L,Low
3754,Toyota,Glanza,2020,Petrol,Automatic,990000.0,19.7,1200,7,23600.0,9.9,23.6,4,1.0L-1.5L,Average
3755,Kia,EV6,2023,Electric,Manual,3500000.0,25.4,1800,4,7000.0,35.0,7.0,1,1.5L-2.0L,Excellent
3756,Renault,Kiger,2024,CNG,Automatic,1270000.0,27.3,800,7,22400.0,12.7,22.4,0,Below 1.0L,Excellent
3757,Mahindra,XUV700,2020,CNG,Automatic,1640000.0,25.9,2500,7,7400.0,16.4,7.4,4,2.0L-3.0L,Excellent
3758,Renault,Triber,2022,Petrol,Manual,2070000.0,19.9,2500,6,9600.0,20.7,9.6,2,2.0L-3.0L,Average
3759,Maruti Suzuki,Dzire,2017,Petrol,Manual,2030000.0,21.1,800,7,18900.0,20.3,18.9,7,Below 1.0L,Good
3760,Renault,Duster,2015,CNG,Automatic,920000.0,21.0,800,6,16000.0,9.2,16.0,9,Below 1.0L,Good
3761,Mahindra,XUV700,2015,Petrol,Manual,1290000.0,10.0,800,6,24900.0,12.9,24.9,9,Below 1.0L,Low
3762,Skoda,Slavia,2024,Petrol,Manual,2500000.0,18.9,1200,4,6600.0,25.0,6.6,0,1.0L-1.5L,Average
3763,Tata Motors,Harrier,2021,Petrol,Manual,3170000.0,19.0,800,5,11400.0,31.7,11.4,3,Below 1.0L,Average
3764,Hyundai,i10,2015,Electric,Manual,1200000.0,13.9,1200,5,6700.0,12.0,6.7,9,1.0L-1.5L,Low
3765,Honda,Amaze,2023,Diesel,Manual,2840000.0,27.1,1000,6,16800.0,28.4,16.8,1,Below 1.0L,Excellent
3766,Volkswagen,Vento,2017,Diesel,Automatic,2720000.0,14.9,1000,7,11300.0,27.2,11.3,7,Below 1.0L,Low
3767,Renault,Duster,2021,Petrol,Automatic,720000.0,15.6,2500,6,12800.0,7.2,12.8,3,2.0L-3.0L,Average
3768,Toyota,Camry,2021,Diesel,Automatic,1370000.0,28.9,1000,5,12200.0,13.7,12.2,3,Below 1.0L,Excellent
3769,Skoda,Superb,2021,Electric,Manual,2910000.0,28.5,2500,4,19400.0,29.1,19.4,3,2.0L-3.0L,Excellent
3770,Skoda,Rapid,2016,Diesel,Manual,590000.0,26.5,800,4,22800.0,5.9,22.8,8,Below 1.0L,Excellent
3771,Renault,Kwid,2023,Diesel,Manual,2410000.0,13.7,1800,6,15700.0,24.1,15.7,1,1.5L-2.0L,Low
3772,Volkswagen,Vento,2017,CNG,Manual,2310000.0,29.8,1000,7,10500.0,23.1,10.5,7,Below 1.0L,Excellent
3773,Hyundai,i10,2015,Diesel,Manual,2800000.0,12.8,2500,4,20400.0,28.0,20.4,9,2.0L-3.0L,Low
3774,Kia,Carnival,2015,CNG,Manual,2320000.0,10.0,1200,4,12200.0,23.2,12.2,9,1.0L-1.5L,Low
3775,Toyota,Glanza,2018,Petrol,Manual,2480000.0,23.7,1800,4,8900.0,24.8,8.9,6,1.5L-2.0L,Good
3776,Maruti Suzuki,Baleno,2024,Petrol,Automatic,2710000.0,10.8,1500,4,18800.0,27.1,18.8,0,1.0L-1.5L,Low
3777,Honda,Civic,2016,Diesel,Manual,3090000.0,11.4,800,5,15500.0,30.9,15.5,8,Below 1.0L,Low
3778,Volkswagen,Vento,2016,Petrol,Manual,2270000.0,14.1,2000,5,21500.0,22.7,21.5,8,1.5L-2.0L,Low
3779,Renault,Kiger,2018,Diesel,Automatic,2930000.0,26.1,800,6,22200.0,29.3,22.2,6,Below 1.0L,Excellent
3780,Toyota,Fortuner,2017,Petrol,Manual,1720000.0,23.9,2500,5,6800.0,17.2,6.8,7,2.0L-3.0L,Good
3781,Hyundai,Venue,2018,CNG,Manual,2430000.0,12.5,1500,4,7000.0,24.3,7.0,6,1.0L-1.5L,Low
3782,Renault,Triber,2017,Diesel,Automatic,2840000.0,19.6,1200,4,17600.0,28.4,17.6,7,1.0L-1.5L,Average
3783,Kia,Carnival,2023,Petrol,Manual,2300000.0,21.0,1000,6,19900.0,23.0,19.9,1,Below 1.0L,Good
3784,Hyundai,i20,2016,Electric,Manual,710000.0,30.0,1200,4,11800.0,7.1,11.8,8,1.0L-1.5L,Excellent
3785,Renault,Lodgy,2018,Electric,Automatic,2760000.0,14.0,1800,6,8500.0,27.6,8.5,6,1.5L-2.0L,Low
3786,Kia,Carnival,2021,Electric,Automatic,2050000.0,14.7,2500,5,20300.0,20.5,20.3,3,2.0L-3.0L,Low
3787,Mahindra,Scorpio,2016,Electric,Manual,2040000.0,20.3,1200,6,8000.0,20.4,8.0,8,1.0L-1.5L,Good
3788,Renault,Duster,2015,Petrol,Automatic,2770000.0,28.1,2000,7,9500.0,27.7,9.5,9,1.5L-2.0L,Excellent
3789,Tata Motors,Tiago,2022,CNG,Manual,970000.0,16.5,800,5,23400.0,9.7,23.4,2,Below 1.0L,Average
3790,Volkswagen,Vento,2015,Electric,Automatic,2870000.0,27.0,2500,5,7500.0,28.7,7.5,9,2.0L-3.0L,Excellent
3791,Renault,Triber,2020,Electric,Automatic,1010000.0,27.1,1500,5,10400.0,10.1,10.4,4,1.0L-1.5L,Excellent
3792,Mahindra,Scorpio,2023,Electric,Automatic,2750000.0,15.1,800,7,18400.0,27.5,18.4,1,Below 1.0L,Average
3793,Volkswagen,Polo,2017,Electric,Manual,2870000.0,27.5,1200,7,14800.0,28.7,14.8,7,1.0L-1.5L,Excellent
3794,Hyundai,i20,2020,Diesel,Automatic,2330000.0,23.5,1000,7,17800.0,23.3,17.8,4,Below 1.0L,Good
3795,Kia,Seltos,2017,Diesel,Manual,2360000.0,16.2,1000,5,7800.0,23.6,7.8,7,Below 1.0L,Average
3796,Kia,Seltos,2022,Diesel,Manual,1090000.0,21.6,2000,6,17300.0,10.9,17.3,2,1.5L-2.0L,Good
3797,Toyota,Fortuner,2019,Petrol,Manual,1840000.0,27.1,800,4,14600.0,18.4,14.6,5,Below 1.0L,Excellent
3798,Renault,Lodgy,2017,Electric,Manual,680000.0,21.7,1000,4,17200.0,6.8,17.2,7,Below 1.0L,Good
3799,Kia,Seltos,2015,Electric,Manual,1990000.0,14.4,1000,5,24700.0,19.9,24.7,9,Below 1.0L,Low
3800,Kia,EV6,2024,CNG,Manual,2540000.0,10.2,1500,7,9300.0,25.4,9.3,0,1.0L-1.5L,Low
3801,Hyundai,Creta,2023,Petrol,Manual,960000.0,23.6,1500,7,8600.0,9.6,8.6,1,1.0L-1.5L,Good
3802,Toyota,Camry,2020,Diesel,Automatic,620000.0,26.3,1500,4,8900.0,6.2,8.9,4,1.0L-1.5L,Excellent
3803,Honda,Jazz,2022,Diesel,Automatic,1010000.0,13.6,1500,4,17500.0,10.1,17.5,2,1.0L-1.5L,Low
3804,Tata Motors,Punch,2022,CNG,Automatic,2210000.0,19.1,1200,5,20000.0,22.1,20.0,2,1.0L-1.5L,Average
3805,Kia,Sonet,2019,Petrol,Automatic,2550000.0,14.1,800,5,12000.0,25.5,12.0,5,Below 1.0L,Low
3806,Volkswagen,Virtus,2024,CNG,Automatic,1820000.0,21.7,2000,5,8700.0,18.2,8.7,0,1.5L-2.0L,Good
3807,Toyota,Innova,2017,Petrol,Manual,1920000.0,18.7,2000,4,14000.0,19.2,14.0,7,1.5L-2.0L,Average
3808,Tata Motors,Punch,2020,Diesel,Automatic,760000.0,15.4,1200,5,5700.0,7.6,5.7,4,1.0L-1.5L,Average
3809,Honda,Jazz,2018,CNG,Automatic,1550000.0,10.9,1000,7,12600.0,15.5,12.6,6,Below 1.0L,Low
3810,Skoda,Kushaq,2020,Electric,Automatic,580000.0,21.7,1800,7,14100.0,5.8,14.1,4,1.5L-2.0L,Good
3811,Kia,EV6,2018,Electric,Manual,3450000.0,14.3,1200,7,8900.0,34.5,8.9,6,1.0L-1.5L,Low
3812,Toyota,Urban Cruiser,2021,Petrol,Automatic,3310000.0,14.7,1200,4,16100.0,33.1,16.1,3,1.0L-1.5L,Low
3813,Hyundai,Venue,2020,Electric,Manual,2840000.0,16.5,1500,6,12100.0,28.4,12.1,4,1.0L-1.5L,Average
3814,Honda,City,2020,Petrol,Manual,1620000.0,23.8,2500,5,5100.0,16.2,5.1,4,2.0L-3.0L,Good
3815,Toyota,Glanza,2020,Electric,Automatic,610000.0,12.5,1500,4,13400.0,6.1,13.4,4,1.0L-1.5L,Low
3816,Mahindra,Bolero,2017,Petrol,Manual,2230000.0,22.9,1500,5,9400.0,22.3,9.4,7,1.0L-1.5L,Good
3817,Kia,Carnival,2016,Diesel,Automatic,1420000.0,28.6,1200,5,22400.0,14.2,22.4,8,1.0L-1.5L,Excellent
3818,Volkswagen,Vento,2015,Electric,Automatic,830000.0,20.5,800,5,9000.0,8.3,9.0,9,Below 1.0L,Good
3819,Skoda,Rapid,2021,Diesel,Manual,3190000.0,10.4,800,6,7300.0,31.9,7.3,3,Below 1.0L,Low
3820,Hyundai,i20,2015,Petrol,Manual,760000.0,10.2,1200,7,21700.0,7.6,21.7,9,1.0L-1.5L,Low
3821,Maruti Suzuki,Dzire,2018,Petrol,Manual,1640000.0,19.3,1000,4,9200.0,16.4,9.2,6,Below 1.0L,Average
3822,Renault,Lodgy,2017,Electric,Manual,1200000.0,21.2,2500,5,22000.0,12.0,22.0,7,2.0L-3.0L,Good
3823,Mahindra,XUV300,2022,Petrol,Manual,3230000.0,27.9,1500,5,21400.0,32.3,21.4,2,1.0L-1.5L,Excellent
3824,Kia,Carens,2022,CNG,Automatic,2180000.0,11.9,1500,7,18200.0,21.8,18.2,2,1.0L-1.5L,Low
3825,Hyundai,i10,2016,Petrol,Automatic,2610000.0,22.1,2500,4,17100.0,26.1,17.1,8,2.0L-3.0L,Good
3826,Toyota,Fortuner,2020,CNG,Automatic,1170000.0,18.3,1000,4,22100.0,11.7,22.1,4,Below 1.0L,Average
3827,Maruti Suzuki,Dzire,2023,Diesel,Automatic,2970000.0,25.5,1500,7,24800.0,29.7,24.8,1,1.0L-1.5L,Excellent
3828,Tata Motors,Harrier,2021,Diesel,Automatic,790000.0,13.6,800,6,11600.0,7.9,11.6,3,Below 1.0L,Low
3829,Kia,Carens,2015,Electric,Manual,2100000.0,11.6,2000,7,14700.0,21.0,14.7,9,1.5L-2.0L,Low
3830,Renault,Kiger,2015,Petrol,Manual,3330000.0,26.8,1000,4,21600.0,33.3,21.6,9,Below 1.0L,Excellent
3831,Renault,Kwid,2020,CNG,Automatic,2270000.0,24.0,1200,4,8000.0,22.7,8.0,4,1.0L-1.5L,Good
3832,Maruti Suzuki,WagonR,2017,Diesel,Automatic,2890000.0,16.7,1000,7,20800.0,28.9,20.8,7,Below 1.0L,Average
3833,Hyundai,Venue,2016,Petrol,Manual,2260000.0,15.4,1800,7,22300.0,22.6,22.3,8,1.5L-2.0L,Average
3834,Volkswagen,Tiguan,2024,CNG,Automatic,1590000.0,25.1,800,7,14900.0,15.9,14.9,0,Below 1.0L,Excellent
3835,Renault,Kwid,2023,Electric,Automatic,2230000.0,14.4,2500,4,10900.0,22.3,10.9,1,2.0L-3.0L,Low
3836,Kia,Seltos,2015,CNG,Automatic,1290000.0,28.4,1200,5,20700.0,12.9,20.7,9,1.0L-1.5L,Excellent
3837,Maruti Suzuki,Dzire,2015,CNG,Manual,2090000.0,17.1,1800,7,13600.0,20.9,13.6,9,1.5L-2.0L,Average
3838,Volkswagen,Taigun,2015,Electric,Manual,3160000.0,26.5,1200,6,7500.0,31.6,7.5,9,1.0L-1.5L,Excellent
3839,Maruti Suzuki,Baleno,2016,CNG,Automatic,900000.0,29.3,1800,7,14300.0,9.0,14.3,8,1.5L-2.0L,Excellent
3840,Kia,Seltos,2018,CNG,Manual,2570000.0,28.3,1500,4,12100.0,25.7,12.1,6,1.0L-1.5L,Excellent
3841,Honda,WR-V,2015,Diesel,Automatic,1470000.0,29.0,1200,5,12700.0,14.7,12.7,9,1.0L-1.5L,Excellent
3842,Mahindra,Scorpio,2015,Petrol,Manual,730000.0,18.6,1500,5,7400.0,7.3,7.4,9,1.0L-1.5L,Average
3843,Mahindra,Scorpio,2016,CNG,Automatic,760000.0,16.1,800,4,6000.0,7.6,6.0,8,Below 1.0L,Average
3844,Mahindra,Thar,2015,Diesel,Automatic,2870000.0,21.1,2500,5,6800.0,28.7,6.8,9,2.0L-3.0L,Good
3845,Skoda,Kushaq,2018,Electric,Manual,830000.0,28.7,800,4,8600.0,8.3,8.6,6,Below 1.0L,Excellent
3846,Tata Motors,Nexon,2019,Petrol,Manual,650000.0,21.0,1800,5,22400.0,6.5,22.4,5,1.5L-2.0L,Good
3847,Volkswagen,Virtus,2024,Diesel,Automatic,2140000.0,24.8,2500,7,21800.0,21.4,21.8,0,2.0L-3.0L,Good
3848,Toyota,Fortuner,2021,Petrol,Automatic,580000.0,13.5,1000,7,16200.0,5.8,16.2,3,Below 1.0L,Low
3849,Maruti Suzuki,Baleno,2021,Diesel,Manual,850000.0,23.0,1000,4,16800.0,8.5,16.8,3,Below 1.0L,Good
3850,Kia,Seltos,2019,Electric,Automatic,2060000.0,19.9,1500,5,20100.0,20.6,20.1,5,1.0L-1.5L,Average
3851,Tata Motors,Nexon,2020,Diesel,Manual,1750000.0,25.9,800,7,9700.0,17.5,9.7,4,Below 1.0L,Excellent
3852,Maruti Suzuki,WagonR,2024,Electric,Manual,1340000.0,23.9,1000,4,12900.0,13.4,12.9,0,Below 1.0L,Good
3853,Toyota,Glanza,2015,CNG,Manual,1430000.0,28.0,800,4,23000.0,14.3,23.0,9,Below 1.0L,Excellent
3854,Skoda,Superb,2024,Petrol,Automatic,800000.0,14.5,1200,4,5300.0,8.0,5.3,0,1.0L-1.5L,Low
3855,Skoda,Kushaq,2020,Petrol,Manual,500000.0,25.0,1500,6,8700.0,5.0,8.7,4,1.0L-1.5L,Good
3856,Volkswagen,Taigun,2018,Electric,Manual,790000.0,19.6,800,5,8300.0,7.9,8.3,6,Below 1.0L,Average
3857,Hyundai,i10,2016,Electric,Automatic,3390000.0,20.3,800,7,20800.0,33.9,20.8,8,Below 1.0L,Good
3858,Skoda,Rapid,2019,Petrol,Manual,440000.0,27.8,1000,5,9400.0,4.4,9.4,5,Below 1.0L,Excellent
3859,Volkswagen,Tiguan,2018,Electric,Automatic,2360000.0,28.8,2500,6,15400.0,23.6,15.4,6,2.0L-3.0L,Excellent
3860,Toyota,Urban Cruiser,2020,Diesel,Automatic,1730000.0,28.7,800,5,24400.0,17.3,24.4,4,Below 1.0L,Excellent
3861,Kia,Sonet,2018,CNG,Manual,830000.0,26.1,2000,4,15700.0,8.3,15.7,6,1.5L-2.0L,Excellent
3862,Toyota,Camry,2017,Petrol,Automatic,910000.0,28.2,2500,5,13800.0,9.1,13.8,7,2.0L-3.0L,Excellent
3863,Kia,Carens,2019,CNG,Automatic,3380000.0,10.7,1000,4,17700.0,33.8,17.7,5,Below 1.0L,Low
3864,Hyundai,Verna,2016,Petrol,Automatic,1690000.0,19.5,1000,5,24900.0,16.9,24.9,8,Below 1.0L,Average
3865,Hyundai,Verna,2017,CNG,Manual,2360000.0,21.0,1500,4,23800.0,23.6,23.8,7,1.0L-1.5L,Good
3866,Tata Motors,Altroz,2023,CNG,Manual,1970000.0,28.3,1800,5,9100.0,19.7,9.1,1,1.5L-2.0L,Excellent
3867,Maruti Suzuki,Ertiga,2018,CNG,Automatic,1360000.0,26.4,2000,5,15300.0,13.6,15.3,6,1.5L-2.0L,Excellent
3868,Honda,Amaze,2020,Electric,Automatic,650000.0,27.8,800,5,24100.0,6.5,24.1,4,Below 1.0L,Excellent
3869,Toyota,Camry,2018,Electric,Manual,2130000.0,23.3,1000,7,9400.0,21.3,9.4,6,Below 1.0L,Good
3870,Hyundai,Verna,2019,Petrol,Automatic,520000.0,14.5,1200,5,19200.0,5.2,19.2,5,1.0L-1.5L,Low
3871,Renault,Kiger,2017,Petrol,Automatic,790000.0,27.1,1500,4,5100.0,7.9,5.1,7,1.0L-1.5L,Excellent
3872,Toyota,Urban Cruiser,2018,CNG,Manual,2410000.0,29.1,1000,5,7800.0,24.1,7.8,6,Below 1.0L,Excellent
3873,Tata Motors,Punch,2021,CNG,Manual,1490000.0,26.3,1800,6,18700.0,14.9,18.7,3,1.5L-2.0L,Excellent
3874,Skoda,Kushaq,2020,Diesel,Automatic,1720000.0,20.6,1800,7,19800.0,17.2,19.8,4,1.5L-2.0L,Good
3875,Tata Motors,Tiago,2019,Petrol,Automatic,1310000.0,19.7,1200,4,18900.0,13.1,18.9,5,1.0L-1.5L,Average
3876,Hyundai,i10,2019,Diesel,Automatic,2950000.0,20.1,800,5,24200.0,29.5,24.2,5,Below 1.0L,Good
3877,Volkswagen,Virtus,2018,Petrol,Automatic,3040000.0,14.2,1800,5,8000.0,30.4,8.0,6,1.5L-2.0L,Low
3878,Tata Motors,Tiago,2021,Diesel,Automatic,1400000.0,28.1,2500,4,9200.0,14.0,9.2,3,2.0L-3.0L,Excellent
3879,Volkswagen,Vento,2018,Diesel,Manual,1530000.0,13.7,1000,7,23000.0,15.3,23.0,6,Below 1.0L,Low
3880,Volkswagen,Tiguan,2019,Electric,Automatic,630000.0,21.3,1000,7,16000.0,6.3,16.0,5,Below 1.0L,Good
3881,Maruti Suzuki,Baleno,2015,CNG,Automatic,1070000.0,29.9,1000,5,23600.0,10.7,23.6,9,Below 1.0L,Excellent
3882,Renault,Triber,2017,Electric,Automatic,2110000.0,10.6,1200,5,13400.0,21.1,13.4,7,1.0L-1.5L,Low
3883,Skoda,Superb,2015,Diesel,Automatic,1820000.0,11.0,2000,7,21300.0,18.2,21.3,9,1.5L-2.0L,Low
3884,Toyota,Fortuner,2016,Petrol,Automatic,1520000.0,25.3,2500,6,12200.0,15.2,12.2,8,2.0L-3.0L,Excellent
3885,Honda,Amaze,2022,CNG,Automatic,1750000.0,25.0,1500,5,15100.0,17.5,15.1,2,1.0L-1.5L,Good
3886,Tata Motors,Tiago,2024,Electric,Manual,590000.0,14.5,1800,6,13300.0,5.9,13.3,0,1.5L-2.0L,Low
3887,Toyota,Glanza,2018,Diesel,Automatic,2750000.0,16.9,1200,4,19100.0,27.5,19.1,6,1.0L-1.5L,Average
3888,Hyundai,Venue,2024,CNG,Manual,1080000.0,27.7,1200,7,18600.0,10.8,18.6,0,1.0L-1.5L,Excellent
3889,Volkswagen,Vento,2019,Diesel,Automatic,1030000.0,26.6,1800,7,5400.0,10.3,5.4,5,1.5L-2.0L,Excellent
3890,Kia,Carens,2018,Electric,Automatic,2270000.0,15.6,1800,5,8000.0,22.7,8.0,6,1.5L-2.0L,Average
3891,Tata Motors,Harrier,2017,Diesel,Automatic,980000.0,15.7,800,6,16800.0,9.8,16.8,7,Below 1.0L,Average
3892,Mahindra,Thar,2022,CNG,Manual,2680000.0,18.8,1200,7,15200.0,26.8,15.2,2,1.0L-1.5L,Average
3893,Volkswagen,Taigun,2018,Diesel,Manual,2050000.0,12.0,1500,4,20600.0,20.5,20.6,6,1.0L-1.5L,Low
3894,Honda,City,2021,CNG,Automatic,2170000.0,29.3,1200,4,11400.0,21.7,11.4,3,1.0L-1.5L,Excellent
3895,Kia,Carnival,2016,Petrol,Manual,1560000.0,28.5,2000,7,14400.0,15.6,14.4,8,1.5L-2.0L,Excellent
3896,Renault,Kiger,2024,Petrol,Manual,750000.0,28.5,1000,5,17200.0,7.5,17.2,0,Below 1.0L,Excellent
3897,Renault,Lodgy,2024,Diesel,Manual,2710000.0,29.0,800,6,5200.0,27.1,5.2,0,Below 1.0L,Excellent
3898,Skoda,Rapid,2024,CNG,Manual,1670000.0,17.4,1500,4,8100.0,16.7,8.1,0,1.0L-1.5L,Average
3899,Volkswagen,Polo,2019,Diesel,Automatic,2350000.0,29.3,2500,5,19700.0,23.5,19.7,5,2.0L-3.0L,Excellent
3900,Toyota,Glanza,2020,Electric,Automatic,2600000.0,27.4,1800,7,14000.0,26.0,14.0,4,1.5L-2.0L,Excellent
3901,Maruti Suzuki,Baleno,2017,Diesel,Automatic,1120000.0,23.0,1800,5,6100.0,11.2,6.1,7,1.5L-2.0L,Good
3902,Renault,Duster,2023,Petrol,Automatic,2550000.0,24.6,800,5,7600.0,25.5,7.6,1,Below 1.0L,Good
3903,Kia,Seltos,2024,Diesel,Automatic,2240000.0,10.8,1500,6,14100.0,22.4,14.1,0,1.0L-1.5L,Low
3904,Tata Motors,Harrier,2017,CNG,Automatic,850000.0,21.2,800,5,20000.0,8.5,20.0,7,Below 1.0L,Good
3905,Mahindra,XUV300,2020,Diesel,Automatic,520000.0,24.3,1800,5,17600.0,5.2,17.6,4,1.5L-2.0L,Good
3906,Mahindra,XUV700,2024,CNG,Automatic,1780000.0,28.3,1200,7,23400.0,17.8,23.4,0,1.0L-1.5L,Excellent
3907,Maruti Suzuki,Baleno,2020,Petrol,Manual,2970000.0,19.3,2500,7,24900.0,29.7,24.9,4,2.0L-3.0L,Average
3908,Tata Motors,Altroz,2020,Petrol,Manual,2930000.0,28.3,800,6,24300.0,29.3,24.3,4,Below 1.0L,Excellent
3909,Skoda,Slavia,2015,Diesel,Manual,3420000.0,18.6,1500,5,15000.0,34.2,15.0,9,1.0L-1.5L,Average
3910,Kia,EV6,2015,Petrol,Manual,2230000.0,23.7,2500,7,24800.0,22.3,24.8,9,2.0L-3.0L,Good
3911,Mahindra,XUV700,2019,CNG,Automatic,1490000.0,29.3,1000,4,10500.0,14.9,10.5,5,Below 1.0L,Excellent
3912,Kia,Carens,2019,Electric,Manual,1900000.0,19.6,800,7,9900.0,19.0,9.9,5,Below 1.0L,Average
3913,Volkswagen,Taigun,2018,Diesel,Automatic,3060000.0,10.8,2500,6,15400.0,30.6,15.4,6,2.0L-3.0L,Low
3914,Toyota,Fortuner,2016,Electric,Automatic,3380000.0,26.4,1500,7,9500.0,33.8,9.5,8,1.0L-1.5L,Excellent
3915,Toyota,Glanza,2017,CNG,Manual,750000.0,11.0,1800,4,24800.0,7.5,24.8,7,1.5L-2.0L,Low
3916,Tata Motors,Tiago,2016,CNG,Automatic,880000.0,23.6,2500,7,7700.0,8.8,7.7,8,2.0L-3.0L,Good
3917,Renault,Lodgy,2022,Petrol,Automatic,2060000.0,14.8,800,5,19800.0,20.6,19.8,2,Below 1.0L,Low
